bnc_id,consecutive_id ,filename,modality,s_text,s_verb_cnt,s_aux_cnt,s_tot_obj_cnt,s_dir_obj_cnt,s_ind_obj_cnt,s_trans,s_comma_cnt,s_sub_conj_cnt,s_coord_conj_cnt,s_rel_clause_cnt,s_adv_clause_cnt,clausal_comp_cnt,s_pp_cnt,w_idx,w_tok,phr_tok,surprisal,w_surp,w_pos,w_dep,is_noun,is_bare_np,np_struct,head_pos,det_pos,head_dep,det_dep,head_text,det_text,np_sum_surp,np_mean_surp,argPos,np_num,definiteness,is_np_head
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,7,called,called,1.3818359375,1.3818359375,VERB,acl,False,,,,,,,,,,,,,,
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,8,HIV,HIV,0.84765625,0.84765625,PROPN,oprd,True,True,PROPN,PROPN,,oprd,,HIV,,0.84765625,0.84765625,non-arg,sing,def,True
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,9,(,(,1.525390625,1.525390625,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,10,Human,Human Immuno Deficiency Virus,1.146697998046875,2.56640625,PROPN,compound,True,True,PROPN + PROPN + PROPN + PROPN,PROPN,,appos,,Virus,,4.5867919921875,1.146697998046875,non-arg,sing,def,False
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,11,Immuno,Human Immuno Deficiency Virus,1.146697998046875,1.4486083984375,PROPN,compound,True,True,PROPN + PROPN + PROPN + PROPN,PROPN,,appos,,Virus,,4.5867919921875,1.146697998046875,non-arg,sing,def,False
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,12,Deficiency,Human Immuno Deficiency Virus,1.146697998046875,0.437744140625,PROPN,compound,True,True,PROPN + PROPN + PROPN + PROPN,PROPN,,appos,,Virus,,4.5867919921875,1.146697998046875,non-arg,sing,def,False
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,13,Virus,Human Immuno Deficiency Virus,1.146697998046875,0.134033203125,PROPN,appos,True,True,PROPN + PROPN + PROPN + PROPN,PROPN,,appos,,Virus,,4.5867919921875,1.146697998046875,non-arg,sing,def,True
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,14,),),1.916015625,1.916015625,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0002,A00_0002,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,0,0,0,0,False,0,0,0,0,0,0,1,15,.,.,1.3701171875,1.3701171875,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,0,This,This virus,1.57470703125,2.5859375,DET,det,True,False,DET + NOUN,NOUN,DET,nsubj,det,virus,This,3.1494140625,1.57470703125,sbj,sing,unmarked,False
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,1,virus,This virus,1.57470703125,0.5634765625,NOUN,nsubj,True,False,DET + NOUN,NOUN,DET,nsubj,det,virus,This,3.1494140625,1.57470703125,sbj,sing,unmarked,True
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,2,affects,affects,2.888671875,2.888671875,VERB,ccomp,False,,,,,,,,,,,,,,
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,3,the,the body 's defence system,1.2892471313476563,0.448486328125,DET,det,True,False,DET + NOUN + PART + NOUN + NOUN,NOUN,DET,dobj,det,system,the,6.446235656738281,1.2892471313476563,obj,sing,def,False
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,4,body,the body 's defence system,1.2892471313476563,1.1181640625,NOUN,poss,True,False,DET + NOUN + PART + NOUN + NOUN,NOUN,DET,dobj,det,system,the,6.446235656738281,1.2892471313476563,obj,sing,def,False
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,5,'s,the body 's defence system,1.2892471313476563,1.1691360473632812,PART,case,True,False,DET + NOUN + PART + NOUN + NOUN,NOUN,DET,dobj,det,system,the,6.446235656738281,1.2892471313476563,obj,sing,def,False
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,6,defence,the body 's defence system,1.2892471313476563,3.345703125,NOUN,compound,True,False,DET + NOUN + PART + NOUN + NOUN,NOUN,DET,dobj,det,system,the,6.446235656738281,1.2892471313476563,obj,sing,def,False
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,7,system,the body 's defence system,1.2892471313476563,0.36474609375,NOUN,dobj,True,False,DET + NOUN + PART + NOUN + NOUN,NOUN,DET,dobj,det,system,the,6.446235656738281,1.2892471313476563,obj,sing,def,True
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,8,it,it,7.28125,7.28125,PRON,nsubj,True,True,PRON,PRON,,nsubj,,it,,7.28125,7.28125,sbj,sing,def,True
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,9,can,can,2.11328125,2.11328125,AUX,aux,False,,,,,,,,,,,,,,
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,10,not,not,3.494140625,3.494140625,PART,neg,False,,,,,,,,,,,,,,
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,11,fight,fight,1.4423828125,1.4423828125,VERB,ROOT,False,,,,,,,,,,,,,,
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,12,infection,infection,2.798828125,2.798828125,NOUN,dobj,True,True,NOUN,NOUN,,dobj,,infection,,2.798828125,2.798828125,obj,sing,indef,True
A00_0003,A00_0003,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,2,2,2,0,True,0,0,0,0,0,1,0,13,.,.,1.5166015625,1.5166015625,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0004,A00_0004,A00.xml,written,How is infection transmitted ?,1,0,0,0,0,False,0,1,0,0,0,0,0,0,How,How,5.3671875,5.3671875,SCONJ,advmod,False,,,,,,,,,,,,,,
A00_0004,A00_0004,A00.xml,written,How is infection transmitted ?,1,0,0,0,0,False,0,1,0,0,0,0,0,1,is,is,2.318359375,2.318359375,AUX,auxpass,False,,,,,,,,,,,,,,
A00_0004,A00_0004,A00.xml,written,How is infection transmitted ?,1,0,0,0,0,False,0,1,0,0,0,0,0,2,infection,infection,5.8046875,5.8046875,NOUN,nsubjpass,True,True,NOUN,NOUN,,nsubjpass,,infection,,5.8046875,5.8046875,non-arg,sing,indef,True
A00_0004,A00_0004,A00.xml,written,How is infection transmitted ?,1,0,0,0,0,False,0,1,0,0,0,0,0,3,transmitted,transmitted,1.7666015625,1.7666015625,VERB,ROOT,False,,,,,,,,,,,,,,
A00_0004,A00_0004,A00.xml,written,How is infection transmitted ?,1,0,0,0,0,False,0,1,0,0,0,0,0,4,?,?,0.56494140625,0.56494140625,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,0,through,through,5.07421875,5.07421875,ADP,ROOT,False,,,,,,,,,,,,,,
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,1,unprotected,unprotected sexual intercourse,2.0340169270833335,4.01171875,ADJ,amod,True,True,ADJ + ADJ + NOUN,NOUN,,pobj,,intercourse,,6.10205078125,2.0340169270833335,prep_object,sing,indef,False
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,2,sexual,unprotected sexual intercourse,2.0340169270833335,1.296875,ADJ,amod,True,True,ADJ + ADJ + NOUN,NOUN,,pobj,,intercourse,,6.10205078125,2.0340169270833335,prep_object,sing,indef,False
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,3,intercourse,unprotected sexual intercourse,2.0340169270833335,0.79345703125,NOUN,pobj,True,True,ADJ + ADJ + NOUN,NOUN,,pobj,,intercourse,,6.10205078125,2.0340169270833335,prep_object,sing,indef,True
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,4,with,with,2.71875,2.71875,ADP,prep,False,,,,,,,,,,,,,,
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,5,an,an infected partner,0.9306233723958334,1.2529296875,DET,det,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,partner,an,2.7918701171875,0.9306233723958334,prep_object,sing,indef,False
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,6,infected,an infected partner,0.9306233723958334,0.1873779296875,ADJ,amod,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,partner,an,2.7918701171875,0.9306233723958334,prep_object,sing,indef,False
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,7,partner,an infected partner,0.9306233723958334,1.3515625,NOUN,pobj,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,partner,an,2.7918701171875,0.9306233723958334,prep_object,sing,indef,True
A00_0005,A00_0005,A00.xml,written,through unprotected sexual intercourse with an infected partner .,0,0,0,0,0,False,0,0,0,0,0,0,2,8,.,.,1.2978515625,1.2978515625,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,0,through,through,5.2109375,5.2109375,ADP,ROOT,False,,,,,,,,,,,,,,
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,1,infected,infected blood,2.03955078125,3.357421875,ADJ,amod,True,True,ADJ + NOUN,NOUN,,pobj,,blood,,4.0791015625,2.03955078125,prep_object,sing,indef,False
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,2,blood,infected blood,2.03955078125,0.7216796875,NOUN,pobj,True,True,ADJ + NOUN,NOUN,,pobj,,blood,,4.0791015625,2.03955078125,prep_object,sing,indef,True
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,3,or,or,2.322265625,2.322265625,CCONJ,cc,False,,,,,,,,,,,,,,
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,4,blood,blood products,0.962158203125,1.5478515625,NOUN,compound,True,True,NOUN + NOUN,NOUN,,conj,,products,,1.92431640625,0.962158203125,non-arg,plur,indef,False
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,5,products,blood products,0.962158203125,0.37646484375,NOUN,conj,True,True,NOUN + NOUN,NOUN,,conj,,products,,1.92431640625,0.962158203125,non-arg,plur,indef,True
A00_0006,A00_0006,A00.xml,written,through infected blood or blood products .,0,0,0,0,0,False,0,0,1,0,0,0,1,6,.,.,1.1591796875,1.1591796875,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,0,from,from,5.6640625,5.6640625,ADP,ROOT,False,,,,,,,,,,,,,,
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,1,an,an infected mother,1.215576171875,2.4765625,DET,det,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,mother,an,3.646728515625,1.215576171875,prep_object,sing,indef,False
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,2,infected,an infected mother,1.215576171875,0.389404296875,ADJ,amod,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,mother,an,3.646728515625,1.215576171875,prep_object,sing,indef,False
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,3,mother,an infected mother,1.215576171875,0.78076171875,NOUN,pobj,True,False,DET + ADJ + NOUN,NOUN,DET,pobj,det,mother,an,3.646728515625,1.215576171875,prep_object,sing,indef,True
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,4,to,to,0.57470703125,0.57470703125,ADP,prep,False,,,,,,,,,,,,,,
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,5,her,her baby,0.935546875,1.0244140625,PRON,poss,True,False,PRON + NOUN,NOUN,PRON,pobj,poss,baby,her,1.87109375,0.935546875,prep_object,sing,def,False
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,6,baby,her baby,0.935546875,0.8466796875,NOUN,pobj,True,False,PRON + NOUN,NOUN,PRON,pobj,poss,baby,her,1.87109375,0.935546875,prep_object,sing,def,True
A00_0007,A00_0007,A00.xml,written,from an infected mother to her baby .,0,0,0,0,0,False,0,0,0,0,0,0,2,7,.,.,2.27734375,2.27734375,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0008,A00_0008,A00.xml,written,It is transmitted from :,1,0,0,0,0,False,0,0,0,0,0,0,0,0,It,It,5.765625,5.765625,PRON,nsubjpass,True,True,PRON,PRON,,nsubjpass,,It,,5.765625,5.765625,non-arg,sing,def,True
A00_0008,A00_0008,A00.xml,written,It is transmitted from :,1,0,0,0,0,False,0,0,0,0,0,0,0,1,is,is,0.7685546875,0.7685546875,AUX,auxpass,False,,,,,,,,,,,,,,
A00_0008,A00_0008,A00.xml,written,It is transmitted from :,1,0,0,0,0,False,0,0,0,0,0,0,0,2,transmitted,transmitted,2.54296875,2.54296875,VERB,ROOT,False,,,,,,,,,,,,,,
A00_0008,A00_0008,A00.xml,written,It is transmitted from :,1,0,0,0,0,False,0,0,0,0,0,0,0,3,from,from,2.10546875,2.10546875,ADP,prep,False,,,,,,,,,,,,,,
A00_0008,A00_0008,A00.xml,written,It is transmitted from :,1,0,0,0,0,False,0,0,0,0,0,0,0,4,:,:,8.25,8.25,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,0,giving,giving,5.826171875,5.826171875,VERB,ROOT,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,1,blood,blood/mosquito bites,6.4210662841796875,9.421875,NOUN,nmod,True,True,NOUN + SYM + NOUN + NOUN,NOUN,,dobj,,bites,,25.68426513671875,6.4210662841796875,obj,plur,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,2,/,blood/mosquito bites,6.4210662841796875,9.3203125,SYM,punct,True,True,NOUN + SYM + NOUN + NOUN,NOUN,,dobj,,bites,,25.68426513671875,6.4210662841796875,obj,plur,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,3,mosquito,blood/mosquito bites,6.4210662841796875,0.72723388671875,NOUN,nmod,True,True,NOUN + SYM + NOUN + NOUN,NOUN,,dobj,,bites,,25.68426513671875,6.4210662841796875,obj,plur,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,4,bites,blood/mosquito bites,6.4210662841796875,6.21484375,NOUN,dobj,True,True,NOUN + SYM + NOUN + NOUN,NOUN,,dobj,,bites,,25.68426513671875,6.4210662841796875,obj,plur,indef,True
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,5,/,/,4.75390625,4.75390625,SYM,punct,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,6,toilet,toilet seats/kissing,3.85595703125,1.6767578125,NOUN,nmod,True,True,NOUN + NOUN + SYM + NOUN,NOUN,,appos,,kissing,,15.423828125,3.85595703125,non-arg,sing,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,7,seats,toilet seats/kissing,3.85595703125,6.11328125,NOUN,nmod,True,True,NOUN + NOUN + SYM + NOUN,NOUN,,appos,,kissing,,15.423828125,3.85595703125,non-arg,sing,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,8,/,toilet seats/kissing,3.85595703125,1.7744140625,SYM,punct,True,True,NOUN + NOUN + SYM + NOUN,NOUN,,appos,,kissing,,15.423828125,3.85595703125,non-arg,sing,indef,False
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,9,kissing,toilet seats/kissing,3.85595703125,5.859375,NOUN,appos,True,True,NOUN + NOUN + SYM + NOUN,NOUN,,appos,,kissing,,15.423828125,3.85595703125,non-arg,sing,indef,True
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,10,/,/,,,SYM,punct,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,11,from,from,10.4921875,10.4921875,ADP,prep,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,12,normal,normal,5.4453125,5.4453125,ADJ,amod,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,13,day,day,2.626953125,2.626953125,NOUN,nmod,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,14,-,-,,,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,15,to,to,0.19580078125,0.19580078125,ADP,prep,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,16,-,-,,,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,17,day,day,0.369873046875,0.369873046875,NOUN,pobj,True,True,NOUN,NOUN,,pobj,,day,,0.369873046875,0.369873046875,prep_object,sing,indef,True
A00_0009,A00_0009,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,1,1,0,True,0,0,0,0,0,0,2,18,contact,contact,,,NOUN,pobj,False,,,,,,,,,,,,,,
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,0,How,How,9.6640625,9.6640625,SCONJ,advmod,False,,,,,,,,,,,,,,
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,1,does,does,2.271484375,2.271484375,AUX,aux,False,,,,,,,,,,,,,,
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,2,it,it,1.3310546875,1.3310546875,PRON,nsubj,True,True,PRON,PRON,,nsubj,,it,,1.3310546875,1.3310546875,sbj,sing,def,True
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,3,affect,affect,2.30859375,2.30859375,VERB,ROOT,False,,,,,,,,,,,,,,
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,4,you,you,3.431640625,3.431640625,PRON,dobj,True,True,PRON,PRON,,dobj,,you,,3.431640625,3.431640625,obj,unmarked,def,True
A00_0010,A00_0010,A00.xml,written,How does it affect you ?,1,1,1,1,0,True,0,1,0,0,0,0,0,5,?,?,2.060546875,2.060546875,PUNCT,punct,False,,,,,,,,,,,,,,
A00_0011,A00_0011,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,1,0,0,0,False,4,0,1,0,0,0,1,0,The,The medical aspects,6.147135416666667,4.08203125,DET,det,True,False,DET + ADJ + NOUN,NOUN,DET,nsubj,det,aspects,The,18.44140625,6.147135416666667,sbj,plur,def,False
A00_0011,A00_0011,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,1,0,0,0,False,4,0,1,0,0,0,1,1,medical,The medical aspects,6.147135416666667,7.06640625,ADJ,amod,True,False,DET + ADJ + NOUN,NOUN,DET,nsubj,det,aspects,The,18.44140625,6.147135416666667,sbj,plur,def,False
