Sentence_ID ,Filename,Modality,Sentence_Text,Sent_Verb_Count,Sent_Auxiliary_Count,Sent_Subject_Count,Sent_Tot_Obj_Count,Sent_Dir_Object_Count,Sent_Ind_Object_Count,Sent_Transitive,Sent_Comma_Count,Sent_Sub_Conj_Count,Sent_Coord_Conj_Count,Sent_Relative_Clause_Count,Sent_Adv_Clause_Count,Clausal_Complement_Count,Sent_Prep_Phrase_Count,Word_Token_Index,Word_Token,Phrase_Token,Phrase_Surprisal,Word_Surprisal,Word_Lemma,Word_POS,Word_Dependency,Is_NP,NP_Is_Bare_NP,NP_Structure,NP_Head_Lemma,NP_Det_Lemma,NP_Head_POS,NP_Det_POS,NP_Head_Dependency,NP_Det_Dependency,NP_Head_Text,NP_Det_Text,NP_Sum_Surprisal,NP_Mean_Surprisal,NP_Argument,NP_Number,NP_Definiteness,Is_Head_Noun
A00_0001,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,1,0,0,0,0,False,0,0,0,0,0,0,1,14,),),10.8125,10.8125,),PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0001,A00.xml,written,is a condition caused by a virus called HIV ( Human Immuno Deficiency Virus ) .,2,1,0,0,0,0,False,0,0,0,0,0,0,1,15,.,.,,,.,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,0,This,This virus,15.88671875,15.1796875,this,DET,det,True,False,DET + NOUN,virus,this,NOUN,DET,nsubj,det,virus,This,31.7734375,15.88671875,subject,singular,unmarked,False
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,1,virus,This virus,15.88671875,16.59375,virus,NOUN,nsubj,True,False,DET + NOUN,virus,this,NOUN,DET,nsubj,det,virus,This,31.7734375,15.88671875,subject,singular,unmarked,True
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,2,affects,affects,11.4296875,11.4296875,affect,VERB,ccomp,False,,,,,,,,,,,,,,,,
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,3,the,the body 's defence system,15.09375,17.84375,the,DET,det,True,False,DET + NOUN + PART + NOUN + NOUN,system,the,NOUN,DET,dobj,det,system,the,75.46875,15.09375,dir_object,singular,definite,False
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,4,body,the body 's defence system,15.09375,13.015625,body,NOUN,poss,True,False,DET + NOUN + PART + NOUN + NOUN,system,the,NOUN,DET,dobj,det,system,the,75.46875,15.09375,dir_object,singular,definite,False
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,5,'s,the body 's defence system,15.09375,19.125,'s,PART,case,True,False,DET + NOUN + PART + NOUN + NOUN,system,the,NOUN,DET,dobj,det,system,the,75.46875,15.09375,dir_object,singular,definite,False
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,6,defence,the body 's defence system,15.09375,15.3828125,defence,NOUN,compound,True,False,DET + NOUN + PART + NOUN + NOUN,system,the,NOUN,DET,dobj,det,system,the,75.46875,15.09375,dir_object,singular,definite,False
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,7,system,the body 's defence system,15.09375,10.1015625,system,NOUN,dobj,True,False,DET + NOUN + PART + NOUN + NOUN,system,the,NOUN,DET,dobj,det,system,the,75.46875,15.09375,dir_object,singular,definite,True
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,8,it,it,10.6484375,10.6484375,it,PRON,nsubj,True,True,PRON,it,,PRON,,nsubj,,it,,10.6484375,10.6484375,subject,singular,definite,True
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,9,can,can,11.453125,11.453125,can,AUX,aux,False,,,,,,,,,,,,,,,,
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,10,not,not,12.65625,12.65625,not,PART,neg,False,,,,,,,,,,,,,,,,
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,11,fight,fight,11.96875,11.96875,fight,VERB,ROOT,False,,,,,,,,,,,,,,,,
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,12,infection,infection,7.96875,7.96875,infection,NOUN,dobj,True,True,NOUN,infection,,NOUN,,dobj,,infection,,7.96875,7.96875,dir_object,singular,indefinite,True
A00_0002,A00.xml,written,This virus affects the body 's defence system it can not fight infection .,2,1,2,2,2,0,True,0,0,0,0,0,1,0,13,.,.,,,.,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0003,A00.xml,written,It is transmitted from :,1,1,0,0,0,0,False,0,0,0,0,0,0,0,0,It,It,11.515625,11.515625,it,PRON,nsubjpass,True,True,PRON,it,,PRON,,nsubjpass,,It,,11.515625,11.515625,non-arg,singular,definite,True
A00_0003,A00.xml,written,It is transmitted from :,1,1,0,0,0,0,False,0,0,0,0,0,0,0,1,is,is,15.3203125,15.3203125,be,AUX,auxpass,False,,,,,,,,,,,,,,,,
A00_0003,A00.xml,written,It is transmitted from :,1,1,0,0,0,0,False,0,0,0,0,0,0,0,2,transmitted,transmitted,13.421875,13.421875,transmit,VERB,ROOT,False,,,,,,,,,,,,,,,,
A00_0003,A00.xml,written,It is transmitted from :,1,1,0,0,0,0,False,0,0,0,0,0,0,0,3,from,from,9.671875,9.671875,from,ADP,prep,False,,,,,,,,,,,,,,,,
A00_0003,A00.xml,written,It is transmitted from :,1,1,0,0,0,0,False,0,0,0,0,0,0,0,4,:,:,,,:,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,0,giving,giving,13.94921875,13.94921875,give,VERB,ROOT,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,1,blood,blood/mosquito bites,18.2294921875,15.7421875,blood,NOUN,nmod,True,True,NOUN + SYM + NOUN + NOUN,bite,,NOUN,,dobj,,bites,,72.91796875,18.2294921875,dir_object,plural,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,2,/,blood/mosquito bites,18.2294921875,23.515625,/,SYM,punct,True,True,NOUN + SYM + NOUN + NOUN,bite,,NOUN,,dobj,,bites,,72.91796875,18.2294921875,dir_object,plural,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,3,mosquito,blood/mosquito bites,18.2294921875,13.36328125,mosquito,NOUN,nmod,True,True,NOUN + SYM + NOUN + NOUN,bite,,NOUN,,dobj,,bites,,72.91796875,18.2294921875,dir_object,plural,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,4,bites,blood/mosquito bites,18.2294921875,20.296875,bite,NOUN,dobj,True,True,NOUN + SYM + NOUN + NOUN,bite,,NOUN,,dobj,,bites,,72.91796875,18.2294921875,dir_object,plural,indefinite,True
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,5,/,/,18.625,18.625,/,SYM,punct,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,6,toilet,toilet seats/kissing,17.734375,19.765625,toilet,NOUN,nmod,True,True,NOUN + NOUN + SYM + NOUN,kissing,,NOUN,,appos,,kissing,,70.9375,17.734375,non-arg,singular,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,7,seats,toilet seats/kissing,17.734375,21.609375,seat,NOUN,nmod,True,True,NOUN + NOUN + SYM + NOUN,kissing,,NOUN,,appos,,kissing,,70.9375,17.734375,non-arg,singular,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,8,/,toilet seats/kissing,17.734375,15.484375,/,SYM,punct,True,True,NOUN + NOUN + SYM + NOUN,kissing,,NOUN,,appos,,kissing,,70.9375,17.734375,non-arg,singular,indefinite,False
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,9,kissing,toilet seats/kissing,17.734375,14.078125,kissing,NOUN,appos,True,True,NOUN + NOUN + SYM + NOUN,kissing,,NOUN,,appos,,kissing,,70.9375,17.734375,non-arg,singular,indefinite,True
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,10,/,/,,,/,SYM,punct,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,11,from,from,7.96875,7.96875,from,ADP,prep,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,12,normal,normal,12.9296875,12.9296875,normal,ADJ,amod,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,13,day,day,20.734375,20.734375,day,NOUN,nmod,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,14,-,-,,,-,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,15,to,to,10.78125,10.78125,to,ADP,prep,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,16,-,-,,,-,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,17,day,day,15.375,15.375,day,NOUN,pobj,True,True,NOUN,day,,NOUN,,pobj,,day,,15.375,15.375,prep_object,singular,indefinite,True
A00_0004,A00.xml,written,giving blood/mosquito bites/toilet seats/kissing/from normal day-to-day contact,1,0,0,1,1,0,True,0,0,0,0,0,0,2,18,contact,contact,,,contact,NOUN,pobj,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,0,The,The medical aspects,14.486979166666666,15.21875,the,DET,det,True,False,DET + ADJ + NOUN,aspect,the,NOUN,DET,nsubj,det,aspects,The,43.4609375,14.486979166666666,subject,plural,definite,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,1,medical,The medical aspects,14.486979166666666,16.296875,medical,ADJ,amod,True,False,DET + ADJ + NOUN,aspect,the,NOUN,DET,nsubj,det,aspects,The,43.4609375,14.486979166666666,subject,plural,definite,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,2,aspects,The medical aspects,14.486979166666666,11.9453125,aspect,NOUN,nsubj,True,False,DET + ADJ + NOUN,aspect,the,NOUN,DET,nsubj,det,aspects,The,43.4609375,14.486979166666666,subject,plural,definite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,3,can,can,12.8046875,12.8046875,can,AUX,aux,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,4,be,be,10.5390625,10.5390625,be,AUX,ROOT,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,5,cancer,cancer,9.4140625,9.4140625,cancer,NOUN,attr,True,True,NOUN,cancer,,NOUN,,attr,,cancer,,9.4140625,9.4140625,non-arg,singular,indefinite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,6,",",",",12.4296875,12.4296875,",",PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,7,pneumonia,pneumonia,8.5625,8.5625,pneumonia,NOUN,conj,True,True,NOUN,pneumonia,,NOUN,,conj,,pneumonia,,8.5625,8.5625,non-arg,singular,indefinite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,8,",",",",11.8203125,11.8203125,",",PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,9,sudden,sudden blindness,9.0859375,9.6171875,sudden,ADJ,amod,True,True,ADJ + NOUN,blindness,,NOUN,,conj,,blindness,,18.171875,9.0859375,non-arg,singular,indefinite,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,10,blindness,sudden blindness,9.0859375,8.5546875,blindness,NOUN,conj,True,True,ADJ + NOUN,blindness,,NOUN,,conj,,blindness,,18.171875,9.0859375,non-arg,singular,indefinite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,11,",",",",9.796875,9.796875,",",PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,12,dementia,dementia,8.3359375,8.3359375,dementia,NOUN,conj,True,True,NOUN,dementia,,NOUN,,conj,,dementia,,8.3359375,8.3359375,non-arg,singular,indefinite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,13,",",",",14.3046875,14.3046875,",",PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,14,dramatic,dramatic weight loss,13.283854166666666,13.765625,dramatic,ADJ,amod,True,True,ADJ + NOUN + NOUN,loss,,NOUN,,conj,,loss,,39.8515625,13.283854166666666,non-arg,singular,indefinite,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,15,weight,dramatic weight loss,13.283854166666666,11.734375,weight,NOUN,compound,True,True,ADJ + NOUN + NOUN,loss,,NOUN,,conj,,loss,,39.8515625,13.283854166666666,non-arg,singular,indefinite,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,16,loss,dramatic weight loss,13.283854166666666,14.3515625,loss,NOUN,conj,True,True,ADJ + NOUN + NOUN,loss,,NOUN,,conj,,loss,,39.8515625,13.283854166666666,non-arg,singular,indefinite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,17,or,or,12.890625,12.890625,or,CCONJ,cc,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,18,any,any combination,14.81640625,15.8125,any,DET,det,True,False,DET + NOUN,combination,any,NOUN,DET,conj,det,combination,any,29.6328125,14.81640625,non-arg,singular,unmarked,False
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,19,combination,any combination,14.81640625,13.8203125,combination,NOUN,conj,True,False,DET + NOUN,combination,any,NOUN,DET,conj,det,combination,any,29.6328125,14.81640625,non-arg,singular,unmarked,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,20,of,of,12.2734375,12.2734375,of,ADP,prep,False,,,,,,,,,,,,,,,,
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,21,these,these,8.1015625,8.1015625,these,PRON,pobj,True,True,PRON,these,,PRON,,pobj,,these,,8.1015625,8.1015625,prep_object,plural,definite,True
A00_0005,A00.xml,written,"The medical aspects can be cancer , pneumonia , sudden blindness , dementia , dramatic weight loss or any combination of these .",0,2,1,0,0,0,False,4,0,1,0,0,0,1,22,.,.,,,.,PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,0,Often,Often,11.84375,11.84375,often,ADV,advmod,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,1,infected,infected people,13.8125,14.9765625,infect,VERB,amod,True,True,VERB + NOUN,people,,NOUN,,nsubjpass,,people,,27.625,13.8125,non-arg,plural,indefinite,False
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,2,people,infected people,13.8125,12.6484375,people,NOUN,nsubjpass,True,True,VERB + NOUN,people,,NOUN,,nsubjpass,,people,,27.625,13.8125,non-arg,plural,indefinite,True
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,3,are,are,15.4609375,15.4609375,be,AUX,auxpass,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,4,rejected,rejected,16.328125,16.328125,reject,VERB,ROOT,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,5,by,by,14.796875,14.796875,by,ADP,agent,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,6,family,family,15.2265625,15.2265625,family,NOUN,pobj,True,True,NOUN,family,,NOUN,,pobj,,family,,15.2265625,15.2265625,prep_object,singular,indefinite,True
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,7,and,and,11.375,11.375,and,CCONJ,cc,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,8,friends,friends,10.1328125,10.1328125,friend,NOUN,conj,True,True,NOUN,friend,,NOUN,,conj,,friends,,10.1328125,10.1328125,non-arg,plural,indefinite,True
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,9,",",",",19.28125,19.28125,",",PUNCT,punct,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,10,leaving,leaving,17.96875,17.96875,leave,VERB,advcl,False,,,,,,,,,,,,,,,,
A00_0006,A00.xml,written,"Often infected people are rejected by family and friends , leaving them to face this chronic condition alone .",4,1,0,2,2,0,True,1,0,1,0,1,0,1,11,them,them,12.46875,12.46875,they,PRON,dobj,True,True,PRON,they,,PRON,,dobj,,them,,12.46875,12.46875,dir_object,plural,definite,True
